"Date","Publisher","Pollster","Type","Sample","Party","Mandates","Election"
2015-01-27,"ערוץ 10","קמיל פוקס","פאנל",869,"ישראל ביתנו",4,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",25,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הליכוד",23,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",15,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",12,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יש עתיד",11,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"כולנו",8,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",7,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"שס",7,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",6,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"מרצ",6,2015
2015-01-26,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",500,"יחד",0,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"המחנה הציוני",26,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"הליכוד",23,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"הבית היהודי",15,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"רשימה משותפת ערבית",12,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"יש עתיד",9,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"כולנו",8,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"יהדות התורה",7,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"ישראל ביתנו",7,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"שס",7,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"מרצ",6,2015
2015-01-25,"ערוץ 2","מדגם - גבע וצמח","פאנל",575,"יחד",0,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"הליכוד",25,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"המחנה הציוני",25,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"הבית היהודי",16,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"רשימה משותפת ערבית",12,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"יש עתיד",9,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"שס",9,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"יהדות התורה",7,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"כולנו",7,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"ישראל ביתנו",5,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"מרצ",5,2015
2015-01-22,"רשת ב","רפי סמית","מדגם",500,"יחד",0,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",24,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הליכוד",22,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",15,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יש עתיד",11,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",11,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"כולנו",8,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",7,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",6,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"מרצ",6,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"שס",6,2015
2015-01-21,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יחד",4,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"הליכוד",26,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"המחנה הציוני",24,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"הבית היהודי",15,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"רשימה משותפת ערבית",11,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"שס",9,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"יהדות התורה",8,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"יש עתיד",8,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"ישראל ביתנו",7,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"כולנו",7,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"מרצ",5,2015
2015-01-21,"ערוץ 1","טלסקר","מדגם",500,"יחד",0,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"המחנה הציוני",25,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"הליכוד",24,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"הבית היהודי",16,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"רשימה משותפת ערבית",11,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"יש עתיד",9,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"יהדות התורה",8,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"כולנו",8,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"שס",8,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"ישראל ביתנו",6,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"מרצ",5,2015
2015-01-20,"וואלה","טלסקר","מדגם",500,"יחד",0,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"המחנה הציוני",24,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"הליכוד",23,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"הבית היהודי",16,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"יש עתיד",11,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"רשימה משותפת ערבית",11,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"כולנו",8,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"יהדות התורה",7,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"מרצ",6,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"ישראל ביתנו",5,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"שס",5,2015
2015-01-19,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",513,"יחד",4,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"המחנה הציוני",26,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"הליכוד",24,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"הבית היהודי",18,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"רשימה משותפת ערבית",11,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"יהדות התורה",8,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"יש עתיד",8,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"כולנו",8,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"שס",7,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"ישראל ביתנו",5,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"מרצ",5,2015
2015-01-15,"וואלה","טלסקר","מדגם",500,"יחד",0,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"המחנה הציוני",26,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"הליכוד",25,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"הבית היהודי",17,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"רשימה משותפת ערבית",11,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"כולנו",9,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"יהדות התורה",8,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"יש עתיד",8,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"שס",6,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"ישראל ביתנו",5,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"מרצ",5,2015
2015-01-15,"ערוץ 1","טלסקר","מדגם",500,"יחד",0,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"המחנה הציוני",24,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"הליכוד",20,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"הבית היהודי",16,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"רשימה משותפת ערבית",12,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"יש עתיד",10,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"כולנו",10,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"יהדות התורה",7,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"מרצ",6,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"שס",6,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"ישראל ביתנו",5,2015
2015-01-15,"ערוץ 10","קמיל פוקס","מדגם",860,"יחד",4,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"המחנה הציוני",25,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"הליכוד",23,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"הבית היהודי",16,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"יש עתיד",11,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"רשימה משותפת ערבית",11,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"כולנו",8,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"יהדות התורה",7,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"ישראל ביתנו",7,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"שס",7,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"מרצ",5,2015
2015-01-15,"ערוץ 2","מדגם - גבע וצמח","פאנל",500,"יחד",0,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"המחנה הציוני",26,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"הליכוד",24,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"הבית היהודי",16,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"רשימה משותפת ערבית",11,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"יש עתיד",8,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"כולנו",8,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"שס",8,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"יהדות התורה",7,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"ישראל ביתנו",6,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"מרצ",6,2015
2015-01-15,"רשת ב","רפי סמית","מדגם",500,"יחד",0,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"המחנה הציוני",25,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"הליכוד",24,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"הבית היהודי",15,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"רשימה משותפת ערבית",11,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"יש עתיד",9,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"כולנו",9,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"שס",8,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"יהדות התורה",7,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"ישראל ביתנו",6,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"מרצ",6,2015
2015-01-14,"גלובס","רפי סמית","מדגם",500,"יחד",0,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",25,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הליכוד",22,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",17,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יש עתיד",11,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",11,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"כולנו",9,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",7,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",6,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"מרצ",6,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"שס",6,2015
2015-01-14,"מעריב-סופהשבוע","פאנלס פוליטיקס","פאנל",500,"יחד",0,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"המחנה הציוני",24,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"הליכוד",23,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"הבית היהודי",16,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"יש עתיד",12,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"רשימה משותפת ערבית",10,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"כולנו",9,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"יהדות התורה",7,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"ישראל ביתנו",7,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"מרצ",6,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"שס",6,2015
2015-01-12,"ערוץ הכנסת","פאנלס פוליטיקס","פאנל",509,"יחד",0,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"הליכוד",24,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"המחנה הציוני",23,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"הבית היהודי",15,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"רשימה משותפת ערבית",11,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"יש עתיד",10,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"כולנו",10,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"יהדות התורה",8,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"ישראל ביתנו",7,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"מרצ",6,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"שס",6,2015
2015-01-11,"וואלה","טלסקר","מדגם",500,"יחד",0,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"הליכוד",24,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"המחנה הציוני",23,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"הבית היהודי",15,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"רשימה משותפת ערבית",12,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"יש עתיד",11,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"כולנו",9,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"יהדות התורה",7,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"ישראל ביתנו",7,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"מרצ",6,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"שס",6,2015
2015-01-08,"גלי ישראל","פאנלס פוליטיקס","פאנל",500,"יחד",0,2015
