 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,יך,יץ,כ,ל,מחל,מרצ,נז,ני,נץ,ע,פה,ף,ףץ,קנ,קץ,רק,שס
אום אל-פחם, 002710, 0020.0, 000708, 000491, 000002, 000489, 000002, 000001, 000478, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000007, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0021.0, 000632, 000496, 000002, 000494, 000002, 000000, 000474, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0022.0, 000401, 000265, 000001, 000264, 000001, 000000, 000252, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000008, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0023.0, 000611, 000376, 000002, 000374, 000002, 000000, 000371, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0024.0, 000682, 000435, 000004, 000431, 000001, 000000, 000430, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0025.0, 000462, 000367, 000001, 000366, 000001, 000000, 000360, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0026.0, 000549, 000373, 000002, 000371, 000002, 000000, 000360, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000009, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0027.0, 000418, 000267, 000001, 000266, 000001, 000000, 000262, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0028.0, 000676, 000377, 000004, 000373, 000000, 000000, 000364, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000002, 000000, 000000, 000002, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000001, 000000, 000000, 000001
אום אל-פחם, 002710, 0029.0, 000647, 000396, 000002, 000394, 000001, 000000, 000381, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000010, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0030.0, 000540, 000366, 000006, 000360, 000002, 000000, 000345, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000009, 000000, 000000, 000001, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0031.0, 000467, 000374, 000000, 000374, 000001, 000000, 000357, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0032.0, 000442, 000302, 000004, 000298, 000001, 000000, 000293, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0033.0, 000758, 000539, 000002, 000537, 000000, 000000, 000529, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000008, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0034.0, 000459, 000348, 000000, 000348, 000005, 000000, 000340, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0035.0, 000588, 000320, 000002, 000318, 000001, 000000, 000312, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0036.0, 000544, 000387, 000003, 000384, 000001, 000000, 000381, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0037.0, 000716, 000437, 000001, 000436, 000001, 000000, 000425, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000010, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0039.0, 000546, 000393, 000006, 000387, 000001, 000000, 000359, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000024, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0041.0, 000508, 000302, 000002, 000300, 000001, 000000, 000291, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0042.0, 000506, 000388, 000000, 000388, 000000, 000000, 000373, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000013, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0043.0, 000520, 000348, 000003, 000345, 000001, 000000, 000311, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000032, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0044.0, 000542, 000320, 000001, 000319, 000000, 000000, 000315, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000
אום אל-פחם, 002710, 0045.0, 000634, 000388, 000005, 000383, 000000, 000000, 000376, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000004, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0046.0, 000504, 000325, 000004, 000321, 000001, 000000, 000312, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000005, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0047.0, 000637, 000420, 000004, 000416, 000000, 000000, 000411, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0048.0, 000595, 000492, 000004, 000488, 000000, 000000, 000454, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000033, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0049.0, 000510, 000376, 000002, 000374, 000000, 000000, 000357, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0050.0, 000583, 000405, 000001, 000404, 000000, 000001, 000392, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000007, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0051.0, 000572, 000348, 000003, 000345, 000000, 000000, 000341, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0052.0, 000680, 000443, 000002, 000441, 000002, 000001, 000426, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000009, 000001, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001
אום אל-פחם, 002710, 0053.0, 000693, 000448, 000008, 000440, 000002, 000000, 000430, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000005, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-פחם, 002710, 0054.0, 000666, 000441, 000014, 000427, 000000, 000000, 000424, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000
אום אל-קוטוף, 002024, 0001.0, 000626, 000520, 000001, 000519, 000005, 000000, 000477, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000001, 000027, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000000, 000005
אום בטין, 001358, 0001.0, 000644, 000287, 000005, 000282, 000010, 000000, 000232, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000016, 000000, 000002, 000000, 000000, 000000, 000000, 000013, 000002, 000000, 000003, 000000, 000001, 000000, 000001
אום בטין, 001358, 0002.0, 000587, 000308, 000001, 000307, 000022, 000000, 000241, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000014, 000001, 000003, 000004, 000000, 000000, 000003, 000010, 000002, 000000, 000000, 000000, 000001, 000004, 000002
אומן, 001108, 0001.0, 000299, 000177, 000000, 000177, 000021, 000001, 000000, 000000, 000000, 000000, 000011, 000000, 000001, 000000, 000000, 000014, 000024, 000085, 000001, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000004, 000000, 000000, 000008
אומץ, 000680, 0001.0, 000457, 000351, 000000, 000351, 000188, 000001, 000000, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000015, 000002, 000036, 000021, 000000, 000000, 000000, 000000, 000069, 000000, 000000, 000004, 000001, 000000, 000001
אופקים, 000031, 0001.0, 000384, 000243, 000000, 000243, 000028, 000002, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000000, 000015, 000003, 000116, 000000, 000000, 000000, 000000, 000000, 000008, 000000, 000001, 000005, 000008, 000000, 000041
אופקים, 000031, 0002.0, 000643, 000389, 000004, 000385, 000019, 000026, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000000, 000000, 000021, 000026, 000127, 000004, 000000, 000000, 000000, 000000, 000012, 000000, 000000, 000007, 000017, 000000, 000096
אופקים, 000031, 0003.0, 000471, 000308, 000003, 000305, 000016, 000004, 000000, 000000, 000001, 000000, 000030, 000000, 000000, 000000, 000000, 000026, 000005, 000123, 000001, 000000, 000000, 000000, 000000, 000015, 000000, 000000, 000004, 000031, 000000, 000049
אופקים, 000031, 0004.0, 000540, 000360, 000004, 000356, 000044, 000014, 000004, 000000, 000000, 000000, 000023, 000000, 000000, 000000, 000000, 000031, 000027, 000103, 000005, 000000, 000000, 000001, 000000, 000013, 000000, 000000, 000001, 000018, 000000, 000072
אופקים, 000031, 0005.0, 000460, 000225, 000008, 000217, 000013, 000004, 000001, 000000, 000000, 000000, 000011, 000001, 000000, 000000, 000000, 000011, 000049, 000074, 000002, 000000, 000000, 000000, 000000, 000008, 000002, 000000, 000004, 000012, 000000, 000025
אופקים, 000031, 0006.0, 000736, 000444, 000001, 000443, 000029, 000012, 000001, 000000, 000000, 000000, 000043, 000000, 000000, 000000, 000000, 000031, 000056, 000152, 000003, 000000, 000000, 000000, 000003, 000018, 000000, 000000, 000003, 000025, 000001, 000066
אופקים, 000031, 0007.0, 000667, 000333, 000011, 000322, 000018, 000012, 000000, 000000, 000000, 000001, 000025, 000000, 000000, 000000, 000000, 000010, 000052, 000130, 000004, 000000, 000000, 000001, 000000, 000009, 000000, 000000, 000000, 000021, 000000, 000039
אופקים, 000031, 0008.0, 000479, 000366, 000001, 000365, 000028, 000009, 000000, 000000, 000000, 000000, 000039, 000000, 000000, 000000, 000000, 000018, 000003, 000167, 000001, 000000, 000000, 000000, 000000, 000013, 000000, 000001, 000004, 000032, 000001, 000049
אופקים, 000031, 0009.0, 000645, 000409, 000010, 000399, 000053, 000005, 000001, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000033, 000063, 000146, 000002, 000001, 000000, 000001, 000000, 000010, 000000, 000000, 000004, 000018, 000000, 000034
אופקים, 000031, 0010.0, 000572, 000432, 000016, 000416, 000004, 000113, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000002, 000008, 000047, 000002, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000003, 000016, 000000, 000214
אופקים, 000031, 0011.0, 000499, 000437, 000006, 000431, 000004, 000192, 000000, 000000, 000000, 000000, 000012, 000000, 000000, 000000, 000000, 000005, 000001, 000029, 000000, 000000, 000000, 000001, 000000, 000004, 000001, 000000, 000001, 000023, 000000, 000158
אופקים, 000031, 0012.0, 000710, 000599, 000008, 000591, 000002, 000263, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000003, 000008, 000039, 000000, 000001, 000000, 000000, 000000, 000001, 000000, 000000, 000002, 000021, 000000, 000248
אופקים, 000031, 0013.0, 000529, 000407, 000003, 000404, 000011, 000048, 000000, 000000, 000000, 000000, 000040, 000000, 000000, 000000, 000000, 000030, 000011, 000135, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000040, 000000, 000088
אופקים, 000031, 0014.0, 000597, 000512, 000007, 000505, 000005, 000324, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000004, 000004, 000044, 000001, 000002, 000000, 000000, 000000, 000004, 000000, 000000, 000006, 000006, 000000, 000094
אופקים, 000031, 0015.0, 000590, 000434, 000007, 000427, 000009, 000120, 000000, 000000, 000000, 000000, 000009, 000000, 000000, 000000, 000000, 000017, 000015, 000079, 000000, 000000, 000000, 000000, 000000, 000009, 000000, 000000, 000002, 000016, 000000, 000151
אופקים, 000031, 0016.0, 000643, 000330, 000010, 000320, 000014, 000006, 000000, 000000, 000000, 000000, 000010, 000000, 000000, 000000, 000000, 000009, 000126, 000096, 000004, 000000, 000000, 000000, 000001, 000015, 000001, 000000, 000002, 000003, 000000, 000033
אופקים, 000031, 0017.0, 000692, 000434, 000005, 000429, 000011, 000002, 000000, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000024, 000043, 000215, 000003, 000000, 000000, 000000, 000000, 000025, 000000, 000000, 000003, 000015, 000000, 000060
אופקים, 000031, 0018.0, 000503, 000309, 000004, 000305, 000016, 000005, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000000, 000000, 000018, 000023, 000114, 000001, 000000, 000000, 000000, 000000, 000017, 000000, 000000, 000007, 000026, 000001, 000047
אופקים, 000031, 0019.0, 000680, 000402, 000003, 000399, 000027, 000006, 000001, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000000, 000017, 000101, 000151, 000003, 000000, 000000, 000000, 000001, 000019, 000000, 000000, 000007, 000014, 000000, 000027
אופקים, 000031, 0020.0, 000737, 000461, 000010, 000451, 000044, 000006, 000000, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000000, 000036, 000095, 000165, 000001, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000007, 000009, 000001, 000044
אופקים, 000031, 0021.0, 000555, 000295, 000002, 000293, 000022, 000004, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000025, 000087, 000090, 000003, 000000, 000000, 000000, 000000, 000003, 000003, 000000, 000004, 000005, 000000, 000029
אופקים, 000031, 0022.0, 000525, 000390, 000001, 000389, 000046, 000027, 000000, 000000, 000000, 000000, 000031, 000000, 000000, 000000, 000000, 000025, 000007, 000152, 000002, 000000, 000000, 000000, 000000, 000018, 000000, 000000, 000004, 000026, 000000, 000051
אופקים, 000031, 0023.0, 000462, 000305, 000006, 000299, 000015, 000008, 000000, 000000, 000001, 000001, 000024, 000001, 000000, 000000, 000000, 000030, 000042, 000119, 000001, 000000, 000000, 000000, 000000, 000012, 000000, 000000, 000008, 000011, 000000, 000026
אופקים, 000031, 0024.0, 000691, 000457, 000008, 000449, 000040, 000006, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000000, 000000, 000038, 000061, 000188, 000003, 000000, 000000, 000000, 000000, 000024, 000000, 000000, 000004, 000018, 000000, 000037
אופקים, 000031, 0025.0, 000426, 000261, 000006, 000255, 000009, 000001, 000001, 000000, 000000, 000000, 000018, 000000, 000000, 000000, 000000, 000020, 000087, 000077, 000000, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000003, 000005, 000000, 000023
אופקים, 000031, 0026.0, 000527, 000294, 000003, 000291, 000013, 000005, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000000, 000007, 000035, 000100, 000003, 000000, 000000, 000000, 000002, 000014, 000001, 000001, 000001, 000015, 000000, 000078
אופקים, 000031, 0027.0, 000435, 000223, 000003, 000220, 000017, 000005, 000000, 000001, 000000, 000000, 000017, 000001, 000000, 000000, 000000, 000011, 000066, 000060, 000001, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000008, 000000, 000022
